periodo,banco,sector,creditos_miles,fecha
2022-12,Scotiabank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,736302.96,2022-12-01
2022-12,Citibank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,Interbank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,51226.12,2022-12-01
2022-12,Mibanco,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,259.53,2022-12-01
2022-12,GNB,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,Falabella,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,Santander,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,Ripley,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,Alfin Banco,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,ICBC,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,Bank of China,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2022-12,BCI,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2022-12-01
2023-12,BBVA,"Agricultura, Ganadería, Caza y Silvicultura",2803777.68,2023-12-01
2023-12,Compartamos,"Agricultura, Ganadería, Caza y Silvicultura",34979.41,2023-12-01
2023-12,BCP,"Agricultura, Ganadería, Caza y Silvicultura",2862331.31,2023-12-01
2023-12,Pichincha,"Agricultura, Ganadería, Caza y Silvicultura",314966.16,2023-12-01
2023-12,BanBif,"Agricultura, Ganadería, Caza y Silvicultura",884864.07,2023-12-01
2023-12,Scotiabank,"Agricultura, Ganadería, Caza y Silvicultura",1791291.03,2023-12-01
2023-12,Citibank,"Agricultura, Ganadería, Caza y Silvicultura",77.57,2023-12-01
2023-12,Interbank,"Agricultura, Ganadería, Caza y Silvicultura",1891218.72,2023-12-01
2023-12,Mibanco,"Agricultura, Ganadería, Caza y Silvicultura",390919.12,2023-12-01
2023-12,GNB,"Agricultura, Ganadería, Caza y Silvicultura",146769.08,2023-12-01
2023-12,Falabella,"Agricultura, Ganadería, Caza y Silvicultura",0.0,2023-12-01
2023-12,Santander,"Agricultura, Ganadería, Caza y Silvicultura",1110202.59,2023-12-01
2023-12,Ripley,"Agricultura, Ganadería, Caza y Silvicultura",0.0,2023-12-01
2023-12,Alfin Banco,"Agricultura, Ganadería, Caza y Silvicultura",6892.12,2023-12-01
2023-12,ICBC,"Agricultura, Ganadería, Caza y Silvicultura",140345.19,2023-12-01
2023-12,Bank of China,"Agricultura, Ganadería, Caza y Silvicultura",0.0,2023-12-01
2023-12,BCI,"Agricultura, Ganadería, Caza y Silvicultura",125693.93,2023-12-01
2023-12,BBVA,Pesca,260641.54,2023-12-01
2023-12,Compartamos,Pesca,1539.23,2023-12-01
2023-12,BCP,Pesca,527996.62,2023-12-01
2023-12,Pichincha,Pesca,5610.14,2023-12-01
2023-12,BanBif,Pesca,17664.76,2023-12-01
2023-12,Scotiabank,Pesca,26817.2,2023-12-01
2023-12,Citibank,Pesca,0.0,2023-12-01
2023-12,Interbank,Pesca,538514.81,2023-12-01
2023-12,Mibanco,Pesca,35821.46,2023-12-01
2023-12,GNB,Pesca,13876.97,2023-12-01
2023-12,Falabella,Pesca,0.0,2023-12-01
2023-12,Santander,Pesca,86954.43,2023-12-01
2023-12,Ripley,Pesca,0.0,2023-12-01
2023-12,Alfin Banco,Pesca,0.0,2023-12-01
2023-12,ICBC,Pesca,0.0,2023-12-01
2023-12,Bank of China,Pesca,0.0,2023-12-01
2023-12,BCI,Pesca,0.0,2023-12-01
2023-12,BBVA,Minería,1466553.37,2023-12-01
2023-12,Compartamos,Minería,559.38,2023-12-01
2023-12,BCP,Minería,3647328.93,2023-12-01
2023-12,Pichincha,Minería,38938.33,2023-12-01
2023-12,BanBif,Minería,485344.41,2023-12-01
2023-12,Scotiabank,Minería,1597683.89,2023-12-01
2023-12,Citibank,Minería,207664.7,2023-12-01
2023-12,Interbank,Minería,1323046.41,2023-12-01
2023-12,Mibanco,Minería,5054.94,2023-12-01
2023-12,GNB,Minería,0.0,2023-12-01
2023-12,Falabella,Minería,0.0,2023-12-01
2023-12,Santander,Minería,567862.34,2023-12-01
2023-12,Ripley,Minería,0.0,2023-12-01
2023-12,Alfin Banco,Minería,0.0,2023-12-01
2023-12,ICBC,Minería,155801.71,2023-12-01
2023-12,Bank of China,Minería,40799.0,2023-12-01
2023-12,BCI,Minería,49499.78,2023-12-01
2023-12,BBVA,Industria Manufacturera,10306903.65,2023-12-01
2023-12,Compartamos,Industria Manufacturera,74738.97,2023-12-01
2023-12,BCP,Industria Manufacturera,19553476.32,2023-12-01
2023-12,Pichincha,Industria Manufacturera,405321.52,2023-12-01
2023-12,BanBif,Industria Manufacturera,2021762.63,2023-12-01
2023-12,Scotiabank,Industria Manufacturera,7844277.54,2023-12-01
2023-12,Citibank,Industria Manufacturera,682680.38,2023-12-01
2023-12,Interbank,Industria Manufacturera,4912880.1,2023-12-01
2023-12,Mibanco,Industria Manufacturera,1032991.41,2023-12-01
2023-12,GNB,Industria Manufacturera,234775.66,2023-12-01
2023-12,Falabella,Industria Manufacturera,0.0,2023-12-01
2023-12,Santander,Industria Manufacturera,1023260.25,2023-12-01
2023-12,Ripley,Industria Manufacturera,0.0,2023-12-01
2023-12,Alfin Banco,Industria Manufacturera,1345.15,2023-12-01
2023-12,ICBC,Industria Manufacturera,267330.8,2023-12-01
2023-12,Bank of China,Industria Manufacturera,45254.0,2023-12-01
2023-12,BCI,Industria Manufacturera,210913.35,2023-12-01
2023-12,BBVA,"Electricidad, Gas y Agua",788698.64,2023-12-01
2023-12,Compartamos,"Electricidad, Gas y Agua",0.14,2023-12-01
2023-12,BCP,"Electricidad, Gas y Agua",4124615.74,2023-12-01
2023-12,Pichincha,"Electricidad, Gas y Agua",2511.11,2023-12-01
2023-12,BanBif,"Electricidad, Gas y Agua",271421.13,2023-12-01
2023-12,Scotiabank,"Electricidad, Gas y Agua",1484562.44,2023-12-01
2023-12,Citibank,"Electricidad, Gas y Agua",113722.15,2023-12-01
2023-12,Interbank,"Electricidad, Gas y Agua",935809.85,2023-12-01
2023-12,Mibanco,"Electricidad, Gas y Agua",11617.19,2023-12-01
2023-12,GNB,"Electricidad, Gas y Agua",6676.2,2023-12-01
2023-12,Falabella,"Electricidad, Gas y Agua",0.0,2023-12-01
2023-12,Santander,"Electricidad, Gas y Agua",65906.75,2023-12-01
2023-12,Ripley,"Electricidad, Gas y Agua",0.0,2023-12-01
2023-12,Alfin Banco,"Electricidad, Gas y Agua",1118.1,2023-12-01
2023-12,ICBC,"Electricidad, Gas y Agua",83489.15,2023-12-01
2023-12,Bank of China,"Electricidad, Gas y Agua",39545.0,2023-12-01
2023-12,BCI,"Electricidad, Gas y Agua",48217.0,2023-12-01
2023-12,BBVA,Construcción,950419.8,2023-12-01
2023-12,Compartamos,Construcción,6852.91,2023-12-01
2023-12,BCP,Construcción,2283125.63,2023-12-01
2023-12,Pichincha,Construcción,152081.59,2023-12-01
2023-12,BanBif,Construcción,300280.43,2023-12-01
2023-12,Scotiabank,Construcción,260910.71,2023-12-01
2023-12,Citibank,Construcción,14908.89,2023-12-01
2023-12,Interbank,Construcción,447142.14,2023-12-01
2023-12,Mibanco,Construcción,520328.67,2023-12-01
2023-12,GNB,Construcción,69491.55,2023-12-01
2023-12,Falabella,Construcción,0.0,2023-12-01
2023-12,Santander,Construcción,229676.57,2023-12-01
2023-12,Ripley,Construcción,0.0,2023-12-01
2023-12,Alfin Banco,Construcción,365.33,2023-12-01
2023-12,ICBC,Construcción,0.0,2023-12-01
2023-12,Bank of China,Construcción,0.0,2023-12-01
2023-12,BCI,Construcción,11833.36,2023-12-01
2023-12,BBVA,Comercio,12848384.42,2023-12-01
2023-12,Compartamos,Comercio,52835.59,2023-12-01
2023-12,BCP,Comercio,17837958.44,2023-12-01
2023-12,Pichincha,Comercio,905692.42,2023-12-01
2023-12,BanBif,Comercio,1834630.4,2023-12-01
2023-12,Scotiabank,Comercio,7172622.7,2023-12-01
2023-12,Citibank,Comercio,532053.55,2023-12-01
2023-12,Interbank,Comercio,3741578.86,2023-12-01
2023-12,Mibanco,Comercio,6519491.85,2023-12-01
2023-12,GNB,Comercio,264377.25,2023-12-01
2023-12,Falabella,Comercio,0.0,2023-12-01
2023-12,Santander,Comercio,1165356.57,2023-12-01
2023-12,Ripley,Comercio,0.0,2023-12-01
2023-12,Alfin Banco,Comercio,258.78,2023-12-01
2023-12,ICBC,Comercio,132315.24,2023-12-01
2023-12,Bank of China,Comercio,43254.0,2023-12-01
2023-12,BCI,Comercio,116017.25,2023-12-01
2023-12,BBVA,Hoteles y Restaurantes,1469430.94,2023-12-01
2023-12,Compartamos,Hoteles y Restaurantes,0.0,2023-12-01
2023-12,BCP,Hoteles y Restaurantes,1763195.02,2023-12-01
2023-12,Pichincha,Hoteles y Restaurantes,14328.65,2023-12-01
2023-12,BanBif,Hoteles y Restaurantes,111143.4,2023-12-01
2023-12,Scotiabank,Hoteles y Restaurantes,498180.42,2023-12-01
2023-12,Citibank,Hoteles y Restaurantes,3050.2,2023-12-01
2023-12,Interbank,Hoteles y Restaurantes,308116.71,2023-12-01
2023-12,Mibanco,Hoteles y Restaurantes,838662.7,2023-12-01
2023-12,GNB,Hoteles y Restaurantes,1753.07,2023-12-01
2023-12,Falabella,Hoteles y Restaurantes,0.0,2023-12-01
2023-12,Santander,Hoteles y Restaurantes,84835.66,2023-12-01
2023-12,Ripley,Hoteles y Restaurantes,0.0,2023-12-01
2023-12,Alfin Banco,Hoteles y Restaurantes,6167.15,2023-12-01
2023-12,ICBC,Hoteles y Restaurantes,0.0,2023-12-01
2023-12,Bank of China,Hoteles y Restaurantes,0.0,2023-12-01
2023-12,BCI,Hoteles y Restaurantes,0.0,2023-12-01
2023-12,BBVA,"Transporte, Almacenamiento y Comunicaciones",7313152.33,2023-12-01
2023-12,Compartamos,"Transporte, Almacenamiento y Comunicaciones",18877.16,2023-12-01
2023-12,BCP,"Transporte, Almacenamiento y Comunicaciones",5808510.53,2023-12-01
2023-12,Pichincha,"Transporte, Almacenamiento y Comunicaciones",139306.16,2023-12-01
2023-12,BanBif,"Transporte, Almacenamiento y Comunicaciones",543716.7,2023-12-01
2023-12,Scotiabank,"Transporte, Almacenamiento y Comunicaciones",2443602.37,2023-12-01
2023-12,Citibank,"Transporte, Almacenamiento y Comunicaciones",28897.79,2023-12-01
2023-12,Interbank,"Transporte, Almacenamiento y Comunicaciones",929517.81,2023-12-01
2023-12,Mibanco,"Transporte, Almacenamiento y Comunicaciones",1396050.63,2023-12-01
2023-12,GNB,"Transporte, Almacenamiento y Comunicaciones",102587.7,2023-12-01
2023-12,Falabella,"Transporte, Almacenamiento y Comunicaciones",0.0,2023-12-01
2023-12,Santander,"Transporte, Almacenamiento y Comunicaciones",487671.63,2023-12-01
2023-12,Ripley,"Transporte, Almacenamiento y Comunicaciones",0.0,2023-12-01
2023-12,Alfin Banco,"Transporte, Almacenamiento y Comunicaciones",8752.93,2023-12-01
2023-12,ICBC,"Transporte, Almacenamiento y Comunicaciones",2579.64,2023-12-01
2023-12,Bank of China,"Transporte, Almacenamiento y Comunicaciones",0.0,2023-12-01
2023-12,BCI,"Transporte, Almacenamiento y Comunicaciones",20902.61,2023-12-01
2023-12,BBVA,Intermediación Financiera,2335154.32,2023-12-01
2023-12,Compartamos,Intermediación Financiera,6312.1,2023-12-01
2023-12,BCP,Intermediación Financiera,3764954.6,2023-12-01
2023-12,Pichincha,Intermediación Financiera,290667.39,2023-12-01
2023-12,BanBif,Intermediación Financiera,512143.19,2023-12-01
2023-12,Scotiabank,Intermediación Financiera,1219169.77,2023-12-01
2023-12,Citibank,Intermediación Financiera,333743.24,2023-12-01
2023-12,Interbank,Intermediación Financiera,123143.31,2023-12-01
2023-12,Mibanco,Intermediación Financiera,10043.09,2023-12-01
2023-12,GNB,Intermediación Financiera,463141.48,2023-12-01
2023-12,Falabella,Intermediación Financiera,0.0,2023-12-01
2023-12,Santander,Intermediación Financiera,158837.7,2023-12-01
2023-12,Ripley,Intermediación Financiera,0.0,2023-12-01
2023-12,Alfin Banco,Intermediación Financiera,22004.1,2023-12-01
2023-12,ICBC,Intermediación Financiera,252382.01,2023-12-01
2023-12,Bank of China,Intermediación Financiera,37090.0,2023-12-01
2023-12,BCI,Intermediación Financiera,207125.75,2023-12-01
2023-12,BBVA,"Actividades Inmobiliarias, Empresariales y de Alquiler",3745359.85,2023-12-01
2023-12,Compartamos,"Actividades Inmobiliarias, Empresariales y de Alquiler",19256.92,2023-12-01
2023-12,BCP,"Actividades Inmobiliarias, Empresariales y de Alquiler",8090219.07,2023-12-01
2023-12,Pichincha,"Actividades Inmobiliarias, Empresariales y de Alquiler",285761.8,2023-12-01
2023-12,BanBif,"Actividades Inmobiliarias, Empresariales y de Alquiler",1201606.2,2023-12-01
2023-12,Scotiabank,"Actividades Inmobiliarias, Empresariales y de Alquiler",3299700.66,2023-12-01
2023-12,Citibank,"Actividades Inmobiliarias, Empresariales y de Alquiler",19287.77,2023-12-01
2023-12,Interbank,"Actividades Inmobiliarias, Empresariales y de Alquiler",4937953.87,2023-12-01
2023-12,Mibanco,"Actividades Inmobiliarias, Empresariales y de Alquiler",1097309.5,2023-12-01
2023-12,GNB,"Actividades Inmobiliarias, Empresariales y de Alquiler",92965.42,2023-12-01
2023-12,Falabella,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2023-12-01
2023-12,Santander,"Actividades Inmobiliarias, Empresariales y de Alquiler",1069731.41,2023-12-01
2023-12,Ripley,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2023-12-01
2023-12,Alfin Banco,"Actividades Inmobiliarias, Empresariales y de Alquiler",16973.24,2023-12-01
2023-12,ICBC,"Actividades Inmobiliarias, Empresariales y de Alquiler",11069.45,2023-12-01
2023-12,Bank of China,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2023-12-01
2023-12,BCI,"Actividades Inmobiliarias, Empresariales y de Alquiler",78259.64,2023-12-01
2023-12,BBVA,Administración Pública y Defensa,56450.18,2023-12-01
2023-12,Compartamos,Administración Pública y Defensa,438.28,2023-12-01
2023-12,BCP,Administración Pública y Defensa,81874.53,2023-12-01
2023-12,Pichincha,Administración Pública y Defensa,3318.28,2023-12-01
2023-12,BanBif,Administración Pública y Defensa,1219.09,2023-12-01
2023-12,Scotiabank,Administración Pública y Defensa,56119.12,2023-12-01
2023-12,Citibank,Administración Pública y Defensa,0.0,2023-12-01
2023-12,Interbank,Administración Pública y Defensa,42685.51,2023-12-01
2023-12,Mibanco,Administración Pública y Defensa,4743.23,2023-12-01
2023-12,GNB,Administración Pública y Defensa,0.0,2023-12-01
2023-12,Falabella,Administración Pública y Defensa,0.0,2023-12-01
2023-12,Santander,Administración Pública y Defensa,0.0,2023-12-01
2023-12,Ripley,Administración Pública y Defensa,0.0,2023-12-01
2023-12,Alfin Banco,Administración Pública y Defensa,0.0,2023-12-01
2023-12,ICBC,Administración Pública y Defensa,0.0,2023-12-01
2023-12,Bank of China,Administración Pública y Defensa,0.0,2023-12-01
2023-12,BCI,Administración Pública y Defensa,0.0,2023-12-01
2023-12,BBVA,Enseñanza,554116.89,2023-12-01
2023-12,Compartamos,Enseñanza,16590.12,2023-12-01
2023-12,BCP,Enseñanza,1459329.84,2023-12-01
2023-12,Pichincha,Enseñanza,11406.65,2023-12-01
2023-12,BanBif,Enseñanza,305101.49,2023-12-01
2023-12,Scotiabank,Enseñanza,1314461.45,2023-12-01
2023-12,Citibank,Enseñanza,0.0,2023-12-01
2023-12,Interbank,Enseñanza,150130.9,2023-12-01
2023-12,Mibanco,Enseñanza,54548.04,2023-12-01
2023-12,GNB,Enseñanza,0.0,2023-12-01
2023-12,Falabella,Enseñanza,0.0,2023-12-01
2023-12,Santander,Enseñanza,193702.51,2023-12-01
2023-12,Ripley,Enseñanza,0.0,2023-12-01
2023-12,Alfin Banco,Enseñanza,4.67,2023-12-01
2023-12,ICBC,Enseñanza,0.0,2023-12-01
2023-12,Bank of China,Enseñanza,0.0,2023-12-01
2023-12,BCI,Enseñanza,60000.0,2023-12-01
2023-12,BBVA,Servicios Sociales y Salud,702184.25,2023-12-01
2023-12,Compartamos,Servicios Sociales y Salud,965.75,2023-12-01
2023-12,BCP,Servicios Sociales y Salud,660191.86,2023-12-01
2023-12,Pichincha,Servicios Sociales y Salud,34959.59,2023-12-01
2023-12,BanBif,Servicios Sociales y Salud,76781.13,2023-12-01
2023-12,Scotiabank,Servicios Sociales y Salud,379370.36,2023-12-01
2023-12,Citibank,Servicios Sociales y Salud,30000.0,2023-12-01
2023-12,Interbank,Servicios Sociales y Salud,90472.07,2023-12-01
2023-12,Mibanco,Servicios Sociales y Salud,138107.24,2023-12-01
2023-12,GNB,Servicios Sociales y Salud,1176.97,2023-12-01
2023-12,Falabella,Servicios Sociales y Salud,0.0,2023-12-01
2023-12,Santander,Servicios Sociales y Salud,10113.73,2023-12-01
2023-12,Ripley,Servicios Sociales y Salud,0.0,2023-12-01
2023-12,Alfin Banco,Servicios Sociales y Salud,0.0,2023-12-01
2023-12,ICBC,Servicios Sociales y Salud,0.0,2023-12-01
2023-12,Bank of China,Servicios Sociales y Salud,0.0,2023-12-01
2023-12,BCI,Servicios Sociales y Salud,0.0,2023-12-01
2023-12,BBVA,Otras Actividades de Servicios Comunitarios,568943.96,2023-12-01
2023-12,Compartamos,Otras Actividades de Servicios Comunitarios,6348.54,2023-12-01
2023-12,BCP,Otras Actividades de Servicios Comunitarios,6866458.81,2023-12-01
2023-12,Pichincha,Otras Actividades de Servicios Comunitarios,38663.21,2023-12-01
2023-12,BanBif,Otras Actividades de Servicios Comunitarios,85365.69,2023-12-01
2023-12,Scotiabank,Otras Actividades de Servicios Comunitarios,445963.67,2023-12-01
2023-12,Citibank,Otras Actividades de Servicios Comunitarios,0.0,2023-12-01
2023-12,Interbank,Otras Actividades de Servicios Comunitarios,186111.9,2023-12-01
2023-12,Mibanco,Otras Actividades de Servicios Comunitarios,215643.45,2023-12-01
2023-12,GNB,Otras Actividades de Servicios Comunitarios,52821.89,2023-12-01
2023-12,Falabella,Otras Actividades de Servicios Comunitarios,3482.57,2023-12-01
2023-12,Santander,Otras Actividades de Servicios Comunitarios,162023.57,2023-12-01
2023-12,Ripley,Otras Actividades de Servicios Comunitarios,0.0,2023-12-01
2023-12,Alfin Banco,Otras Actividades de Servicios Comunitarios,15.69,2023-12-01
2023-12,ICBC,Otras Actividades de Servicios Comunitarios,0.0,2023-12-01
2023-12,Bank of China,Otras Actividades de Servicios Comunitarios,0.0,2023-12-01
2023-12,BCI,Otras Actividades de Servicios Comunitarios,0.0,2023-12-01
2023-12,BBVA,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,904644.38,2023-12-01
2023-12,Compartamos,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,24950.32,2023-12-01
2023-12,BCP,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,6991.22,2023-12-01
2023-12,Pichincha,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,245253.08,2023-12-01
2023-12,BanBif,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,182198.75,2023-12-01
2023-12,Scotiabank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,653021.65,2023-12-01
2023-12,Citibank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,48.22,2023-12-01
2023-12,Interbank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,32366.72,2023-12-01
2023-12,Mibanco,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,200.99,2023-12-01
2023-12,GNB,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2023-12-01
2023-12,Falabella,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2023-12-01
2023-12,Santander,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2023-12-01
2023-12,Ripley,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2023-12-01
2023-12,Alfin Banco,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,3628.98,2023-12-01
2023-12,ICBC,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2023-12-01
2023-12,Bank of China,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2023-12-01
2023-12,BCI,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2023-12-01
2024-12,BBVA,"Agricultura, Ganadería, Silvicultura y Pesca",2994547.04,2024-12-01
2024-12,Compartamos,"Agricultura, Ganadería, Silvicultura y Pesca",32377.75,2024-12-01
2024-12,BCP,"Agricultura, Ganadería, Silvicultura y Pesca",3389449.8,2024-12-01
2024-12,Pichincha,"Agricultura, Ganadería, Silvicultura y Pesca",252345.57,2024-12-01
2024-12,BanBif,"Agricultura, Ganadería, Silvicultura y Pesca",781772.57,2024-12-01
2024-12,Scotiabank,"Agricultura, Ganadería, Silvicultura y Pesca",1845526.2,2024-12-01
2024-12,Citibank,"Agricultura, Ganadería, Silvicultura y Pesca",99.33,2024-12-01
2024-12,Interbank,"Agricultura, Ganadería, Silvicultura y Pesca",2524573.61,2024-12-01
2024-12,Mibanco,"Agricultura, Ganadería, Silvicultura y Pesca",384732.94,2024-12-01
2024-12,GNB,"Agricultura, Ganadería, Silvicultura y Pesca",190319.59,2024-12-01
2024-12,Falabella,"Agricultura, Ganadería, Silvicultura y Pesca",0.0,2024-12-01
2024-12,Santander,"Agricultura, Ganadería, Silvicultura y Pesca",1154855.46,2024-12-01
2024-12,Ripley,"Agricultura, Ganadería, Silvicultura y Pesca",0.0,2024-12-01
2024-12,Alfin Banco,"Agricultura, Ganadería, Silvicultura y Pesca",21133.2,2024-12-01
2024-12,ICBC,"Agricultura, Ganadería, Silvicultura y Pesca",181870.14,2024-12-01
2024-12,Bank of China,"Agricultura, Ganadería, Silvicultura y Pesca",0.0,2024-12-01
2024-12,BCI,"Agricultura, Ganadería, Silvicultura y Pesca",118415.44,2024-12-01
2024-12,BBVA,Explotación de Minas y Canteras,1377970.33,2024-12-01
2024-12,Compartamos,Explotación de Minas y Canteras,2848.63,2024-12-01
2024-12,BCP,Explotación de Minas y Canteras,3589762.63,2024-12-01
2024-12,Pichincha,Explotación de Minas y Canteras,41303.68,2024-12-01
2024-12,BanBif,Explotación de Minas y Canteras,586385.22,2024-12-01
2024-12,Scotiabank,Explotación de Minas y Canteras,1416400.31,2024-12-01
2024-12,Citibank,Explotación de Minas y Canteras,185394.05,2024-12-01
2024-12,Interbank,Explotación de Minas y Canteras,1683802.72,2024-12-01
2024-12,Mibanco,Explotación de Minas y Canteras,4538.08,2024-12-01
2024-12,GNB,Explotación de Minas y Canteras,1955.83,2024-12-01
2024-12,Falabella,Explotación de Minas y Canteras,0.0,2024-12-01
2024-12,Santander,Explotación de Minas y Canteras,522541.82,2024-12-01
2024-12,Ripley,Explotación de Minas y Canteras,0.0,2024-12-01
2024-12,Alfin Banco,Explotación de Minas y Canteras,90.0,2024-12-01
2024-12,ICBC,Explotación de Minas y Canteras,243270.09,2024-12-01
2024-12,Bank of China,Explotación de Minas y Canteras,41404.0,2024-12-01
2024-12,BCI,Explotación de Minas y Canteras,149340.17,2024-12-01
2024-12,BBVA,Industria Manufacturera,10236436.55,2024-12-01
2024-12,Compartamos,Industria Manufacturera,93203.29,2024-12-01
2024-12,BCP,Industria Manufacturera,17923117.06,2024-12-01
2024-12,Pichincha,Industria Manufacturera,624266.53,2024-12-01
2024-12,BanBif,Industria Manufacturera,2356375.34,2024-12-01
2024-12,Scotiabank,Industria Manufacturera,6755663.48,2024-12-01
2024-12,Citibank,Industria Manufacturera,426820.33,2024-12-01
2024-12,Interbank,Industria Manufacturera,5879762.4,2024-12-01
2024-12,Mibanco,Industria Manufacturera,871357.73,2024-12-01
2024-12,GNB,Industria Manufacturera,220767.54,2024-12-01
2024-12,Falabella,Industria Manufacturera,314.81,2024-12-01
2024-12,Santander,Industria Manufacturera,897225.53,2024-12-01
2024-12,Ripley,Industria Manufacturera,0.0,2024-12-01
2024-12,Alfin Banco,Industria Manufacturera,6477.6,2024-12-01
2024-12,ICBC,Industria Manufacturera,202461.64,2024-12-01
2024-12,Bank of China,Industria Manufacturera,46584.0,2024-12-01
2024-12,BCI,Industria Manufacturera,279361.18,2024-12-01
2024-12,BBVA,"Electricidad, Gas, Vapor y Aire Acondicionado",1169905.27,2024-12-01
2024-12,Compartamos,"Electricidad, Gas, Vapor y Aire Acondicionado",86.47,2024-12-01
2024-12,BCP,"Electricidad, Gas, Vapor y Aire Acondicionado",5235838.28,2024-12-01
2024-12,Pichincha,"Electricidad, Gas, Vapor y Aire Acondicionado",140736.16,2024-12-01
2024-12,BanBif,"Electricidad, Gas, Vapor y Aire Acondicionado",333942.78,2024-12-01
2024-12,Scotiabank,"Electricidad, Gas, Vapor y Aire Acondicionado",1316967.24,2024-12-01
2024-12,Citibank,"Electricidad, Gas, Vapor y Aire Acondicionado",262162.46,2024-12-01
2024-12,Interbank,"Electricidad, Gas, Vapor y Aire Acondicionado",829597.91,2024-12-01
2024-12,Mibanco,"Electricidad, Gas, Vapor y Aire Acondicionado",2257.58,2024-12-01
2024-12,GNB,"Electricidad, Gas, Vapor y Aire Acondicionado",9410.0,2024-12-01
2024-12,Falabella,"Electricidad, Gas, Vapor y Aire Acondicionado",0.0,2024-12-01
2024-12,Santander,"Electricidad, Gas, Vapor y Aire Acondicionado",1270.69,2024-12-01
2024-12,Ripley,"Electricidad, Gas, Vapor y Aire Acondicionado",0.0,2024-12-01
2024-12,Alfin Banco,"Electricidad, Gas, Vapor y Aire Acondicionado",25028.0,2024-12-01
2024-12,ICBC,"Electricidad, Gas, Vapor y Aire Acondicionado",95254.92,2024-12-01
2024-12,Bank of China,"Electricidad, Gas, Vapor y Aire Acondicionado",82820.0,2024-12-01
2024-12,BCI,"Electricidad, Gas, Vapor y Aire Acondicionado",3732.0,2024-12-01
2024-12,BBVA,"Agua, Gestión de Desechos y Descontaminación",186701.94,2024-12-01
2024-12,Compartamos,"Agua, Gestión de Desechos y Descontaminación",0.1,2024-12-01
2024-12,BCP,"Agua, Gestión de Desechos y Descontaminación",82206.68,2024-12-01
2024-12,Pichincha,"Agua, Gestión de Desechos y Descontaminación",417.76,2024-12-01
2024-12,BanBif,"Agua, Gestión de Desechos y Descontaminación",1612.87,2024-12-01
2024-12,Scotiabank,"Agua, Gestión de Desechos y Descontaminación",135699.09,2024-12-01
2024-12,Citibank,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
2024-12,Interbank,"Agua, Gestión de Desechos y Descontaminación",6091.95,2024-12-01
2024-12,Mibanco,"Agua, Gestión de Desechos y Descontaminación",31399.2,2024-12-01
2024-12,GNB,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
2024-12,Falabella,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
2024-12,Santander,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
2024-12,Ripley,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
2024-12,Alfin Banco,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
2024-12,ICBC,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
2024-12,Bank of China,"Agua, Gestión de Desechos y Descontaminación",0.0,2024-12-01
